01/01/2024,1,started
01/02/2024,1,started
01/03/2022,54339,completed
01/04/2022,1,started
01/02/2022,52959,completed
01/05/2022,58458,completed
01/09/2022,81976,completed
01/10/2022,77075,completed
01/11/2022,76807,completed
01/06/2022,48068,completed
01/12/2022,90416,completed
01/13/2022,77549,completed
01/16/2022,101364,completed
01/17/2022,96264,completed
01/18/2022,115817,completed
01/19/2022,84061,completed
01/20/2022,4064,incomplete
