05/21/2023,34294,completed,passed
05/28/2023,47595,completed,passed
06/05/2023,36504,completed,passed
06/06/2023,36083,completed,passed
06/07/2023,41480,completed,passed
06/08/2023,43070,completed,passed
06/11/2023,61336,completed,passed
06/12/2023,49870,completed,passed
06/13/2023,70674,completed,passed
06/14/2023,79394,completed,passed
06/15/2023,52741,completed,passed
06/18/2023,70569,completed,passed
06/19/2023,69055,completed,passed
06/20/2023,63891,completed,passed
06/21/2023,59764,completed,passed
06/22/2023,56501,completed,passed
06/25/2023,90164,completed,passed
06/26/2023,73860,completed,passed
06/27/2023,80216,completed,passed
06/28/2023,82290,completed,passed
07/02/2023,74391,completed,passed
07/03/2023,64772,completed,passed
07/04/2023,46643,completed,passed
07/05/2023,53029,completed,passed
07/06/2023,69583,completed,passed
07/11/2023,54871,completed,passed
07/12/2023,59492,completed,passed
07/09/2023,73388,completed,passed
07/10/2023,65251,completed,passed
07/13/2023,57565,completed,passed
07/16/2023,38970,completed,passed
07/17/2023,50206,completed,passed
07/18/2023,56380,completed,passed
07/19/2023,51385,completed,passed
07/20/2023,54888,completed,passed
07/23/2023,75023,completed,passed
07/24/2023,74120,completed,passed
07/25/2023,53527,completed,passed
07/26/2023,42687,completed,passed
07/27/2023,44637,completed,passed
07/30/2023,46284,completed,passed
07/31/2023,40263,completed,passed
08/01/2023,40782,completed,passed
08/02/2023,35807,completed,passed
08/03/2023,40736,completed,passed
08/06/2023,61888,completed,passed
08/07/2023,101179,completed,passed
08/08/2023,74210,completed,passed
08/09/2023,77455,completed,passed
08/10/2023,57742,completed,passed
08/13/2023,95917,completed,passed
08/14/2023,68775,completed,passed
08/15/2023,61297,completed,passed
08/16/2023,45117,completed,passed
08/17/2023,43562,completed,passed
08/20/2023,43284,completed,passed
08/21/2023,39388,completed,passed
08/22/2023,34481,completed,passed
08/23/2023,44286,completed,passed
08/24/2023,40759,completed,passed
08/27/2023,38634,completed,passed
08/28/2023,31552,completed,passed
08/29/2023,29607,completed,passed
08/30/2023,32272,completed,passed
09/03/2023,36997,completed,passed
09/04/2023,32507,completed,passed
09/05/2023,25200,completed,passed
09/07/2023,32113,completed,passed
09/10/2023,33016,completed,passed
09/11/2023,37766,completed,passed
09/12/2023,26274,completed,passed
09/13/2023,36025,completed,passed
09/17/2023,72452,completed,passed
09/18/2023,42018,completed,passed
09/19/2023,50273,completed,passed
09/21/2023,119274,completed,passed
09/24/2023,80973,completed,passed
09/25/2023,78387,completed,passed
09/26/2023,78547,completed,passed
09/27/2023,58326,completed,passed
10/01/2023,82768,completed,passed
10/02/2023,85530,completed,passed
10/03/2023,55059,completed,passed
10/04/2023,58704,completed,passed
10/05/2023,50037,completed,passed
10/08/2023,59141,completed,passed
10/09/2023,48413,completed,passed
10/10/2023,44035,completed,passed
10/11/2023,55173,completed,passed
10/12/2023,62020,completed,passed
10/16/2023,69803,completed,passed
10/17/2023,45419,completed,passed
10/18/2023,31780,completed,passed
10/19/2023,25512,completed,passed
10/29/2023,34069,completed,passed
10/30/2023,30200,completed,passed
10/31/2023,25608,completed,passed
11/01/2023,77850,completed,passed
11/02/2023,45734,completed,passed
11/05/2023,39291,completed,passed
11/06/2023,47211,completed,passed
11/07/2023,40582,completed,passed
11/08/2023,30354,completed,passed
11/09/2023,27834,completed,passed
11/20/2023,44708,completed,passed
11/21/2023,37565,completed,passed
11/22/2023,43560,completed,passed
11/23/2023,48466,completed,passed
11/26/2023,66484,completed,passed
11/27/2023,52458,completed,passed
11/28/2023,47300,completed,passed
11/29/2023,34728,completed,passed
11/30/2023,36993,completed,passed
08/05/2021,134951,completed,passed
08/08/2021,126853,completed,passed
08/09/2021,128852,completed,passed
08/10/2021,163878,completed,passed
08/11/2021,139170,completed,passed
08/12/2021,154543,completed,passed
08/15/2021,189451,completed,passed
08/16/2021,158852,completed,passed
08/17/2021,161615,completed,passed
08/18/2021,188375,completed,passed
08/19/2021,187796,completed,passed
08/24/2021,156774,completed,passed
08/25/2021,118834,completed,passed
08/26/2021,130842,completed,passed
08/29/2021,158917,completed,passed
08/31/2021,130554,completed,passed
09/01/2021,104280,completed,passed
09/02/2021,105689,completed,passed
09/05/2021,129030,completed,passed
09/06/2021,109051,completed,passed
09/07/2021,86416,completed,passed
09/08/2021,74724,completed,passed
09/09/2021,72818,completed,passed
09/12/2021,96502,completed,passed
09/13/2021,93163,completed,passed
